Key,Name,ballotpedia_id,State,Retiring,Seeking other Office,Cooke,Inside,Sabato
223,Aaron Arguijo,https://ballotpedia.org/Aaron_Arguijo,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
224,Victor D.,https://ballotpedia.org/Victor_D.,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
225,Meri Gomez,https://ballotpedia.org/Meri_Gomez,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
226,Mark A.,https://ballotpedia.org/Mark_A.,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
227,Roland Gutierrez,https://ballotpedia.org/Roland_Gutierrez,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
228,Steve Keough,https://ballotpedia.org/Steve_Keough,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
229,John Love,https://ballotpedia.org/John_Love,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
230,Heli Rodriguez-Prilliman,https://ballotpedia.org/Heli_Rodriguez-Prilliman,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
231,Sherri Taylor,https://ballotpedia.org/Sherri_Taylor,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
232,Thierry Tchenko,https://ballotpedia.org/Thierry_Tchenko,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
233,Cody Andrews,https://ballotpedia.org/Cody_Andrews,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
234,Carlos Garza,https://ballotpedia.org/Carlos_Garza,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
235,Josiah Ingalls,https://ballotpedia.org/Josiah_Ingalls,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
236,Rufus Lopez,https://ballotpedia.org/Rufus_Lopez,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
237,Montgomery Markland,https://ballotpedia.org/Montgomery_Markland,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
238,Dan McQueen,https://ballotpedia.org/Dan_McQueen,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
239,Mason Cysewski,https://ballotpedia.org/Mason_Cysewski,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
240,Mitt Romney,https://ballotpedia.org/Mitt_Romney,Utah,Yes,No,Solid Republican,Solid Republican,Safe Republican
241,Rod Bird,https://ballotpedia.org/Rod_Bird,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
242,Tyrone Jensen,https://ballotpedia.org/Tyrone_Jensen,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
243,Gabriel Lobo-Blanco,https://ballotpedia.org/Gabriel_Lobo-Blanco,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
244,Josh Randall,https://ballotpedia.org/Josh_Randall,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
245,Trent Staggs,https://ballotpedia.org/Trent_Staggs,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
246,Brad R.,https://ballotpedia.org/Brad_R.,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
247,Tim Kaine,https://ballotpedia.org/Tim_Kaine,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
248,Hung Cao,https://ballotpedia.org/Hung_Cao,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
249,Jonathan Walker,https://ballotpedia.org/Jonathan_Walker,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
250,Craig Ennis,https://ballotpedia.org/Craig_Ennis,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
251,Eddie Garcia,https://ballotpedia.org/Eddie_Garcia,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
252,Gwendolyn Hickman,https://ballotpedia.org/Gwendolyn_Hickman,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
253,Kimberly Nadine,https://ballotpedia.org/Kimberly_Nadine,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
254,Scott Parkinson,https://ballotpedia.org/Scott_Parkinson,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
255,Chuck Smith,https://ballotpedia.org/Chuck_Smith,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
256,Ron Vitiello,https://ballotpedia.org/Ron_Vitiello,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
257,TJ Wallace,https://ballotpedia.org/TJ_Wallace,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
258,Jonathan Hardin,https://ballotpedia.org/Jonathan_Hardin,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
259,Csaba Menezes,https://ballotpedia.org/Csaba_Menezes,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
260,Tiger Xiong,https://ballotpedia.org/Tiger_Xiong,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
261,Bernard Sanders,https://ballotpedia.org/Bernard_Sanders,Vermont,No,No,Solid Democratic,Solid Democratic,Safe independent
262,Maria Cantwell,https://ballotpedia.org/Maria_Cantwell,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
263,Paul Giesick,https://ballotpedia.org/Paul_Giesick,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
264,John Peterson,https://ballotpedia.org/John_Peterson,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
265,Raul Garcia,https://ballotpedia.org/Raul_Garcia,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
266,Gregory Saunders,https://ballotpedia.org/Gregory_Saunders,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
267,Ryan Searcy,https://ballotpedia.org/Ryan_Searcy,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
268,Tammy Baldwin,https://ballotpedia.org/Tammy_Baldwin,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
269,Stacey Klein,https://ballotpedia.org/Stacey_Klein,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
270,Rejani Raveendran,https://ballotpedia.org/Rejani_Raveendran,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
271,Patrick Schaefer-Wicke,https://ballotpedia.org/Patrick_Schaefer-Wicke,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
272,Phillip Anderson,https://ballotpedia.org/Phillip_Anderson,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
273,Scott Aubart,https://ballotpedia.org/Scott_Aubart,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
274,Joshua Harrington,https://ballotpedia.org/Joshua_Harrington,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
275,Joe Manchin,https://ballotpedia.org/Joe_Manchin,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
276,Zachary Schrewsbury,https://ballotpedia.org/Zachary_Schrewsbury,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
277,Jim Justice,https://ballotpedia.org/Jim_Justice,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
278,Zane Lawhorn,https://ballotpedia.org/Zane_Lawhorn,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
279,Alexander Mooney,https://ballotpedia.org/Alexander_Mooney,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
280,John Barrasso,https://ballotpedia.org/John_Barrasso,Wyoming,No,No,Solid Republican,Solid Republican,Safe Republican
281,Reid Rasner,https://ballotpedia.org/Reid_Rasner,Wyoming,No,No,Solid Republican,Solid Republican,Safe Republican
282,Kyrsten Sinema,https://ballotpedia.org/Kyrsten_Sinema,Arizona,No,No,Toss-up,Toss-up,Toss-up
283,Laphonza Butler,https://ballotpedia.org/Laphonza_Butler,California,Yes,No,Solid Democratic,Solid Democratic,Safe Democratic
284,Christopher Murphy,https://ballotpedia.org/Christopher_Murphy,Connecticut,No,No,Solid Democratic,Solid Democratic,Safe Democratic
285,Thomas Carper,https://ballotpedia.org/Thomas_Carper,Delaware,No,No,Solid Democratic,Solid Democratic,Safe Democratic
286,Rick Scott,https://ballotpedia.org/Rick_Scott,Florida,No,No,Likely Republican,Solid Republican,Likely Republican
287,Mazie Hirono,https://ballotpedia.org/Mazie_Hirono,Hawaii,No,No,Solid Democratic,Solid Democratic,Safe Democratic
288,Mike Braun,https://ballotpedia.org/Mike_Braun,Indiana,No,No,Solid Republican,Solid Republican,Safe Republican
289,Elizabeth Warren,https://ballotpedia.org/Elizabeth_Warren,Massachusetts,No,No,Solid Democratic,Solid Democratic,Safe Democratic
290,Benjamin Cardin,https://ballotpedia.org/Benjamin_Cardin,Maryland,No,No,Solid Democratic,Solid Democratic,Safe Democratic
291,Angus King,https://ballotpedia.org/Angus_King,Maine,No,No,Solid Democratic,Solid Democratic,Likely independent
292,Debbie Stabenow,https://ballotpedia.org/Debbie_Stabenow,Michigan,No,No,Lean Democratic,Lean Democratic,Lean Democratic
293,Amy Klobuchar,https://ballotpedia.org/Amy_Klobuchar,Minnesota,No,No,Solid Democratic,Solid Democratic,Safe Democratic
294,Josh Hawley,https://ballotpedia.org/Josh_Hawley,Missouri,No,No,Solid Republican,Solid Republican,Safe Republican
295,Roger Wicker,https://ballotpedia.org/Roger_Wicker,Mississippi,No,No,Solid Republican,Solid Republican,Safe Republican
296,Jon Tester,https://ballotpedia.org/Jon_Tester,Montana,No,No,Lean Democratic,Toss-up,Toss-up
297,Kevin Cramer,https://ballotpedia.org/Kevin_Cramer,North Dakota,No,No,Solid Republican,Solid Republican,Safe Republican
298,Deb Fischer,https://ballotpedia.org/Deb_Fischer,Nebraska,No,No,Solid Republican,Solid Republican,Safe Republican
299,Robert Menendez,https://ballotpedia.org/Robert_Menendez,New Jersey,No,No,Likely Democratic,Likely Democratic,Safe Democratic
300,Martin Heinrich,https://ballotpedia.org/Martin_Heinrich,New Mexico,No,No,Solid Democratic,Solid Democratic,Safe Democratic
301,Jacky Rosen,https://ballotpedia.org/Jacky_Rosen,Nevada,No,No,Lean Democratic,Tilt Democratic,Lean Democratic
302,Kirsten Gillibrand,https://ballotpedia.org/Kirsten_Gillibrand,New York,No,No,Solid Democratic,Solid Democratic,Safe Democratic
303,Sherrod Brown,https://ballotpedia.org/Sherrod_Brown,Ohio,No,No,Toss-up,Toss-up,Toss-up
304,Robert Casey,https://ballotpedia.org/Robert_Casey,Pennsylvania,No,No,Lean Democratic,Tilt Democratic,Likely Democratic
305,Sheldon Whitehouse,https://ballotpedia.org/Sheldon_Whitehouse,Rhode Island,No,No,Solid Democratic,Solid Democratic,Safe Democratic
306,Marsha Blackburn,https://ballotpedia.org/Marsha_Blackburn,Tennessee,No,No,Solid Republican,Solid Republican,Safe Republican
307,Ted Cruz,https://ballotpedia.org/Ted_Cruz,Texas,No,No,Likely Republican,Likely Republican,Likely Republican
308,Mitt Romney,https://ballotpedia.org/Mitt_Romney,Utah,No,No,Solid Republican,Solid Republican,Safe Republican
309,Tim Kaine,https://ballotpedia.org/Tim_Kaine,Virginia,No,No,Solid Democratic,Solid Democratic,Safe Democratic
310,Bernard Sanders,https://ballotpedia.org/Bernard_Sanders,Vermont,No,No,Solid Democratic,Solid Democratic,Safe independent
311,Maria Cantwell,https://ballotpedia.org/Maria_Cantwell,Washington,No,No,Solid Democratic,Solid Democratic,Safe Democratic
312,Tammy Baldwin,https://ballotpedia.org/Tammy_Baldwin,Wisconsin,No,No,Lean Democratic,Lean Democratic,Lean Democratic
313,Joe Manchin,https://ballotpedia.org/Joe_Manchin,West Virginia,No,No,Toss-up,Tilt Republican,Lean Republican
314,John Barrasso,https://ballotpedia.org/John_Barrasso,Wyoming,No,No,Solid Republican,Solid Republican,Safe Republican
315,Ben Cardin,Democrat,Yes,No,N/A,N/A,N/A,N/A
316,Tom Carper,Democrat,Yes,No,N/A,N/A,N/A,N/A
